,text,time
467,2月21日 国家中医药管理局组织来自天津 江苏 河南 湖南 陕西等五个省市的中医专家及护理人员组成第五批国家中医医疗队 赶赴湖北省武汉市新型冠状病毒肺炎防控救治一线 增援江夏方舱医院 愿你们平安归来 第五批国家中医医疗队出征   国家中医医疗队一线抗疫实录 十九    组图共9张  原图 ,2020-02-21 22:06
468,2月15日 贵州黔东南施秉县网安接到举报 一男子在网络上发布已死亡的国家保护动物红腹锦鸡图片 称锦鸡是自己的父亲捉的 还炫耀自己 天天吃野味吃到腻  警方迅速抓获男子的父亲龙某祥 经审讯 嫌疑人龙某祥猎捕到两只野生红腹锦鸡 其中一只已被宰杀并食用 2月16日 龙某祥因涉嫌非法猎捕 杀害珍贵 濒危野生动物罪被依法予以刑事拘留 新京报我们视频的秒拍视频                                 ,2020-02-21 21:27
469,21日 协和武汉红十字会医院发布公告 普外科医生肖俊在抗击疫情一线不幸感染新冠肺炎 因病情恶化 经抢救无效 于2020年2月8日18时13分去世 据悉 肖俊医生出生于1970年 在武汉市红十字会医院工作已有29年时间 公 告  原图 ,2020-02-21 20:59
470,中共中央政治局2月21日召开会议 研究新冠肺炎疫情防控工作 部署统筹做好疫情防控和经济社会发展工作 中共中央总书记习近平主持会议   人民日报的微博视频  ,2020-02-21 20:38
471, 如实报告 别让隐瞒毁掉全部努力  不留盲区 监狱 孤儿院 福利院 养老院 禁毒所等场所加强关注  做好防护 戴口罩 勤洗手 勤通风  健康监测 出现发热 咳嗽等症状及时就医  配合检查 遇体温检测 信息登记等理解配合  复工单位合理安排办公就餐 扩散               组图共6张       原图                             ,2020-02-21 20:20
472,2月20日上午 余承毅 陈咏霞在武汉市江夏区人民医院爱心献血屋各捐献400毫升血浆 两人都是在汉打工者 还约定14天后再来捐献 在拍完捐献合影后 陈咏霞说 感觉自己像重新结了一次婚 重新拍了一次婚纱照  人民日报记者程远州   人民日报的微博视频  ,2020-02-21 20:03
473,全国新增治愈出院病例数首破2千 全国连续9天治愈出院超千人 新增出院人数连续3天超过新增确诊 全国14地新增确诊病例为0 抗击疫情的9个好消息  愿平安早日到来    组图共9张  原图 ,2020-02-21 19:27
474,2月20日 武汉市新增新冠肺炎患者319例 出院患者766例 出院人数超过新增确诊人数 武汉大学中南医院院长 武汉雷神山医院院长王行环教授表示 武汉出现明显 床等人 现象  出院患者把床位空出 入院的患者比出院患者少 那么就意味着出现了 床等人   王行环教授透露 2月20日雷神山医院32个病区1500张床位全部开放 但至今还有几百张床位还没有收满 这就是明显的 床等人  中南医院 武汉市第七医院的隔离病房也连续多日出现床位数量大于病患数量的情况 武汉市第七医院的发热门诊从2月14日开始逐日下降 2月20日的门诊量仅占高峰时期的一成   只要防控工作不松懈麻痹 疫情不出现反复 医院 空床率 将快速增长  王行环教授认为 几周前对新冠肺炎患者大规模收治 目前将迎来这批患者大规模出院 预期今后一段时间出院患者的数量会大幅增加 空出的床位也随之更多 如何救治更多新冠肺炎危重症患者 恢复其他正常患者的就诊需求 是今后医院面临的重要挑战  程远州 高翔                   原图                             ,2020-02-21 19:16
475,北京疫情防控工作领导小组公布疫情防控期间返京人员中七类人群给予特殊照顾的情况        一是对于过去14天内未在中华人民共和国境内停留且经由首都国际机场和北京大兴国际机场口岸入境的人员 免除居家观察14天的要求 在入境时需填报健康申明卡 进行健康申报 接受体温检测 佩戴口罩 人员之间保持距离        二是对于从中国境内其它地区 不包括湖北省 短期进 返 京 在京没有固定住所和职业 主要从事旅游 访问 商务 考察 过境等活动 的人员 须配合入住酒店的管理 进出酒店时要测体温 入住时要填报来京事由 登记在京联系人 有在京接待单位的 须执行接待单位有关疫情防控规定 如果有发热或身体不适的情况 要及时就医就诊并主动告知酒店和接待单位        三是对于从中国境内其它地区 不包括湖北省 进 返 京复工复岗的人员 具备集中工作条件的 要进行封闭管理 在做好防护的前提下 可以边观察边工作 其它人员 还是要居家观察14天再上岗        四是居住在河北省廊坊市北三县等环京地区的在京工作人员 这些人员上下班往返属于日常通行 不作硬性要求 但是进出京要接受例行检查        五是民航机组 铁路班组工作人员 这些人员频繁异地往返 属于刚性的岗位需求 返京时集中居住即可        六是在京中央单位往返疫情高发地区的工作人员 出于单位管理和家庭安全的需要 这些人员返京后要按规定集中隔离办公 居住        七是居家观察期间 有特殊需要的 如孕妇 患病等人员 可遵照医嘱外出医学检查        据介绍 2月14日 北京市发布 关于进一步明确疫情防控期间返京人员有关要求的通告  规定自2月14日起 所有返京人员到京后 均应居家或集中观察14天 一周以来 在首都社会各界和广大市民的大力支持下  通告 得到了较好的执行 取得了比较明显的成效                   原图                             ,2020-02-21 19:03
476, 疫情防控期间 如何合理使用消毒剂 不同消毒剂使用时有哪些注意事项 戳图  权威指南 转需    组图共9张  原图 ,2020-02-21 18:49
477,2月21日 成都通报了某患者治愈出院10天后复检核酸阳性的事件 华西医院感染性疾病中心副主任雷学忠表示 最大可能是检测标本差异  按照之前第五版诊疗方案 出院病人取的是上呼吸道鼻咽拭子进行检测 这样的检测可能在疾病初期是合适的 但随着病情后期发展 病毒在下呼吸道 标本 里检测到的可能性才是最大的  现在随着第六版诊疗方案出炉 他们也对出院标准进行了修正  现在出院的病人 已经把下呼吸道肺泡灌洗液的标本检测作为出院标准  公众不必对此过于紧张  第一 该病例是极少数人群 第二 即便再次检测出阳性 但从疾病表现来说 也不是很重的类型 只要通过进一步的隔离 处理 这类病人也可以得到较好的治疗  同时 他们也会进一步严格出院标准 防止类似病例的发生  人民日报记者宋豪新                   原图                             ,2020-02-21 18:39
478, 不知道你的名字 看到你就看到了希望  看不清你的脸庞 但我们会牢牢记住你义无反顾的背影 期待每一位医护人员平安归来  东风快递  人民日报的微博视频  ,2020-02-21 18:21
479,2020年2月20日 北京市昌平区人民检察院依法对驾车冲撞疫情防控人员 涉嫌以危险方法危害公共安全罪的犯罪嫌疑人支某某批准逮捕 2020年2月17日上午9时许 犯罪嫌疑人支某某驾驶白色雷诺汽车前往北京市昌平区北七家镇某小区探望亲属 在办理进入小区登记手续时 与现场的疫情防控人员发生言语冲突后情绪失控 为发泄不满 支某某驾车两次冲撞疫情防控人员所在人群及防疫帐篷 导致两名疫情防控人员不同程度受伤 防疫帐篷坍塌 帐篷内工作电脑等物品被损坏等后果 后犯罪嫌疑人支某某被当场抓获  彭波                   原图                             ,2020-02-21 18:06
480,近日 一名抗疫医生门外为女儿唱生日歌的视频在网上热传 感动了无数网友 这位父亲是防疫一线的医生 由于忙于工作半个月没回家 女儿过生日也不敢进门 只能站在门外 远远看着女儿唱生日歌 颤抖的歌声令人动容 燃新闻的秒拍视频  ,2020-02-21 17:58
481,21日 民政部基层政权建设和社区治理司司长陈越良表示 根据初步统计 截至2月20日 全国已有33位城乡社区工作者在疫情防控期间因公殉职 民政部 卫健委联合印发通知 从压缩材料报表 加强工作力量 改善防护条件 帮助解决困难等方面 对关爱基层工作者提出了要求  人民日报的微博视频                                 ,2020-02-21 15:35
482,交通运输部办公厅主任徐成光表示 各地交通部门制定了运输方案 到昨天 全国已有24省份开展返岗包车的运输 共15 9万农民工通过包车运输实现返岗工作  人民日报的微博视频  ,2020-02-21 15:30
483, 欢迎广大人民群众对社区防控进行监督  人民日报的微博视频                                 ,2020-02-21 15:26
484,t cnA6hQ83N9  原图 ,2020-02-21 15:05
485,21日15时 国务院应对新冠肺炎疫情联防联控机制举行新闻发布会 介绍依法防控疫情 维护社会稳定工作情况  人民日报 正在直播  一起关注  人民日报的微博视频    ,2020-02-21 15:00
486,据川报观察 17日四川火锅协会发起倡议 向四川支援湖北全体医护人员免费提供一年的火锅餐饮服务 截至21日 全省已有250家火锅店报名支持倡议 具体实施方案将在近几天制定  四川火锅人虽不能站在抗疫一线 但我们用自己的方式致敬医护人员 他们是英雄     组图共9张  原图 ,2020-02-21 14:52
487,29岁的呼吸内科医生彭银华 推迟了原定正月初八的婚期 主动请缨上一线 他坚守在隔离病区近一个月 不幸感染新冠肺炎 于2月20日去世 抽屉里还留着没来得及送出的婚礼请柬    原图 ,2020-02-21 14:27
488,t cnA6hQKCRI              组图共2张       原图                             ,2020-02-21 13:54
489,20日下午 贵州湄潭县人民医院急诊科护士杜富佳启程出征武汉 1月27日和2月4日 杜富佳曾两次递交请战书请求支援武汉 20日杜富佳接到医院通知 并在当天培训结束后从贵阳飞赴武汉 杜富佳说 哥哥在扫雷战场上喊出的那句 你退后 让我来 的话给了自己站上前线的力量  让我来   杜富国妹妹今天出征湖北抗疫一线                  原图                             ,2020-02-21 13:23
490,据湖北省卫健委官网 目前 我省监狱没有接入传染病疫情网络报告系统  2月20日夜接到监狱部门手工报卡后 经认真审核确认 截至2月20日24时 监狱部门报告的271例新冠肺炎确诊病例中有 51例前期已纳入相关地区统计并公布 其余220例确诊病例和10例疑似病例现纳入2月20日疫情数据进行公布 全省新增确诊病例数由411例订正为631例 累计确诊病例数由62442例订正为62662例 新增疑似病例数由1269例订正为1279例 现有疑似病例数由4084例订正为4094例 2020年2月20日湖北省新冠肺炎疫情情况2020年2月20日0 24时 全省新增新冠肺炎确诊病例631例 其中 武汉市319例 黄石市7例 十堰市13例 襄阳市3例 宜昌市4例 荆州市7例 荆门市6例 鄂州市5例 孝感市17例 黄冈市17例 随州市4例 恩施州1例 仙桃市1例 天门市4例 潜江市3例 咸宁市和神农架林区0例 此外 监狱系统累计增加220例 全省新增病亡115例 其中 武汉市99例 黄石市1例 襄阳市1例 宜昌市1例 荆门市3例 鄂州市1例 孝感市5例 黄冈市3例 随州市1例 十堰市 荆州市 咸宁市 恩施州 仙桃市 天门市 潜江市和神农架林区0例 全省新增出院1451例 其中 武汉市766例 黄石市40例 十堰市22例 襄阳市49例 宜昌市19例 荆州市80例 荆门市28例 鄂州市25例 孝感市98例 黄冈市125例 咸宁市45例 随州市78例 恩施州10例 仙桃市26例 天门市32例 潜江市8例 神农架林区0例 截至2020年2月20日24时 湖北省累计报告新冠肺炎确诊病例62662例 其中 武汉市45346例 黄石市974例 十堰市654例 襄阳市1170例 宜昌市895例 荆州市1517例 荆门市800例 鄂州市1343例 孝感市3346例 黄冈市2856例 咸宁市766例 随州市1287例 恩施州245例 仙桃市568例 天门市477例 潜江市188例 神农架林区10例 此外 监狱系统累计增加220例 全省累计治愈出院11788例 其中 武汉市6214例 黄石市339例 十堰市209例 襄阳市343例 宜昌市250例 荆州市531例 荆门市229例 鄂州市375例 孝感市771例 黄冈市1274例 咸宁市313例 随州市386例 恩施州112例 仙桃市210例 天门市165例 潜江市57例 神农架林区10例 全省累计病亡2144例 其中 武汉市1684例 黄石市27例 十堰市2例 襄阳市24例 宜昌市28例 荆州市40例 荆门市37例 鄂州市39例 孝感市94例 黄冈市90例 咸宁市10例 随州市28例 恩施州3例 仙桃市19例 天门市12例 潜江市7例 神农架林区0例 目前仍在院治疗42056例 其中 重症8979例 危重症2018例 均在定点医疗机构接受隔离治疗 现有疑似病例4094人 当日新增1279人 当日排除610人 集中隔离3906人 累计追踪密切接触者225696人 尚在接受医学观察63126人               组图共2张       原图                             ,2020-02-21 12:45
491,00左右 相关机构先后接走家属及患者 出门路线 从消防楼梯下楼 经单元大厅出楼栋 再经总平道路出小区大门 出门要求 患者戴口罩 手套 家属戴口罩  物业及疾控中心随即对该患者及家属从家出门到小区大门所经过的路线进行了全面的消杀 物业中心将会持续对该楼栋进行重点消杀 持续跟进该患者的情况 及时向全体业主通报  人民日报记者宋豪新                   原图                             ,2020-02-21 12:33
492,20日武汉规模最大的方舱光谷日海方舱医院建成 可提供3690个床位 收治新冠肺炎轻症患者 这一医院是利用工业厂房因地制宜改造而成 与时间赛跑 上千人的队伍同时施工 2000人24小时连续奋战 从15日接到任务到20日交付 用时6天  长江日报    组图共6张  原图 ,2020-02-21 12:13
493,t cnA6hQwdBk  原图 ,2020-02-21 12:02
494,20日21时50分 武汉市江夏区第一人民医院医生彭银华因患新冠肺炎不幸离世 他本打算正月初八举办婚礼 但因疫情来袭 他选择推迟婚期上一线 甚至大年三十都在值班中度过 最终 抽屉里没发出去的婚礼请柬成为了永远的遗憾 一路走好 推迟的婚礼再也无法举行  武汉29岁医生彭银华感染新冠肺炎殉职   组图共2张  原图 ,2020-02-21 11:56
495,2月20日0 24时 辽宁 吉林 江苏 福建 江西 海南 贵州 西藏 陕西 青海 宁夏 新疆 含兵团 新增确诊归零 2月20日8时至21日7时 内蒙古无新增病例 2月19日20时至20日20时 甘肃无新增确诊病例   原图 ,2020-02-21 11:34
496,21日上午 西藏自治区卫健委发布新冠肺炎疫情情况 截至2月20日24时 西藏自治区现有新冠肺炎确诊病例0例 重症病例0例 死亡病例0例 疑似病例0例 治愈出院病例1例 累计确诊新冠肺炎病例1例 西藏已连续22天无新增确诊或疑似病例  徐驭尧   原图 ,2020-02-21 11:10
497,科技部副部长徐南平表示 昨天为止已有超过100名康复者献出血浆 为240个重病危重病人进行施救 目前治疗效果整体效果不错 下一步血浆治疗将进一步完善 主要针对病情快速发展 重病 危重病患者三种病人 承担项目组织20个团队派至11个康复病人多的省份 要求各地卫生系统支持  人民日报的微博视频                                 ,2020-02-21 11:04
498, 人民日报的微博视频  ,2020-02-21 10:49
499,国家卫健委副主任曾益新表示 疫苗研发过程比较复杂 由于新冠病毒是新的病毒 还存在一些不确定因素 但中国的疫苗研发技术进步很大 有一批高水平研发团队攻关 最新的进展是5条技术路线同步开展 灭活疫苗 基因工程重组亚单位疫苗 腺病毒载体疫苗 核酸疫苗 减毒流感病毒载体疫苗 部分疫苗项目进入动物试验阶段  人民日报的微博视频                                 ,2020-02-21 10:48
500,科技部副部长徐南平 在疫苗研发方面 多路线部署并行推进研发 预计最快的疫苗将于4月下旬左右申报临床实验 就目前而言 我国各类技术路线的疫苗研制都基本与国外同步 在动物模型方面 完成了小鼠 猴 感染新冠病毒动物模型的构建 为药物的筛选 疫苗的研发以及病毒传播机制的研究提供了科技支撑                   原图                             ,2020-02-21 10:42
501,2020年2月20日12 24时 山东省报告新增新型冠状病毒肺炎确诊病例202例 含山东省任城监狱200例  累计确诊病例748例 含重症病例7例 危重症病例13例 治愈出院270例 死亡病例4例  新增疑似病例12例 现有疑似病例30例 截至目前 追踪到密切接触者16450人 已解除医学观察13996人 诊断为疑似或确诊病例291例 尚有2163人正在接受医学观察               组图共2张       原图                             ,2020-02-21 10:37
502,今天上午 青海省最后2例新冠肺炎病例从省第四人民医院出院 至此 青海省收住在省第四人民医院的15例确诊病例全部出院 加之前期收住在西宁市第三人民医院已经出院的3例确诊病例 全省累计18例确诊病例全部治愈出院 根据国家 新型冠状病毒感染的肺炎诊疗方案 试行第六版  出院标准 经省级医疗救治专家组评估 符合出院标准 出院后 这两名患者还要按规定在当地医疗卫生机构管理下 继续进行14天医学隔离观察和跟踪随访  人民日报记者姜峰 贾丰丰                   原图                             ,2020-02-21 10:34
503, 可以用 4个下降 1个增加 部分省份零报告 概括  4个下降 是新增确诊病例数在下降 全国湖北外其他省份每日新增确诊病例下降 湖北除武汉以外其他地市每日新增确诊病例下降 武汉每日新增确诊病例下降  1个增加 是新增出院病例2月18日起全国连续三天超过确诊病例数  人民日报的微博视频                                 ,2020-02-21 10:25
504,国务院应对新型冠状病毒感染肺炎疫情联防联控机制举行新闻发布会 科技部副部长徐南平 国家卫健委副主任曾益新 国家药品监督管理局副局长陈时飞和中国科学院院士周琪 王福生介绍科技创新支撑疫情防控有关情况  人民日报 正在直播   人民日报的微博视频                                   ,2020-02-21 10:07
505,韩国中央防疫对策本部21日通报 截至当天上午9点 韩国较前日下午4点新增52例新冠肺炎确诊病例 累计确诊增至156例 新增的52例中 41例发生在大邱和庆尚北道地区  人民日报记者马菲   原图 ,2020-02-21 09:40
506, 钻石公主 号最后一批符合 核酸测试阴性 未密切接触感染者 标准的乘客 今天将下船 共载3711人的 钻石公主 号之前有约1900人下船 900余名船员今日都不会下船  人民日报 联动 梨视频 正在直播  人民日报的微博视频    ,2020-02-21 09:37
507, 愿战疫早日胜利                   原图                             ,2020-02-21 09:21
508,2月20日0 24时 31个省 自治区 直辖市 和新疆生产建设兵团报告新增确诊病例889例 新增死亡病例118例 湖北115例 浙江 重庆 云南各1例  新增疑似病例1614例   当日新增治愈出院病例2109例 解除医学观察的密切接触者28804人 重症病例减少231例   截至2月20日24时 据31个省 自治区 直辖市 和新疆生产建设兵团报告 现有确诊病例54965例 其中重症病例11633例  累计治愈出院病例18264例 累计死亡病例2236例 累计报告确诊病例75465例 现有疑似病例5206例 累计追踪到密切接触者606037人 尚在医学观察的密切接触者120302人   湖北新增确诊病例631例 武汉319例  新增治愈出院病例1451例 武汉766例  新增死亡病例115例 武汉99例  现有确诊病例48730例 武汉37448例  其中重症病例10997例 武汉9628例  累计治愈出院病例11788例 武汉6214例  累计死亡病例2144例 武汉1684例  累计确诊病例62662例 武汉45346例  新增疑似病例1279例 武汉979例  现有疑似病例4094例 武汉2820例    累计收到港澳台地区通报确诊病例102例 香港特别行政区68例 出院5例 死亡2例  澳门特别行政区10例 出院6例  台湾地区24例 出院2例 死亡1例                    原图                             ,2020-02-21 09:17
509,t cnA6hHoCvX   组图共4张  原图 ,2020-02-21 09:05
510,记者从青海省卫健委获悉 2月20日青海没有新增新冠肺炎确诊病例和疑似病例 已连续15天无新增 截至2月20日24时 青海累计报告新冠肺炎确诊病例18例 已治愈出院16例 还有2例患者在住院治疗  人民日报记者姜峰   原图 ,2020-02-21 08:51
511,t cnA6hHiINF              组图共4张       原图                             ,2020-02-21 08:35
512,据长江日报 2月20日晚 网传武汉市第七医院患者无端训斥医护人员的视频 湖北省市场监管局在核实该患者为该局后勤服务中心筹备组副组长朱保华后 连夜召开党组会 一致认为 在这场事关人民生命安全和身体健康的疫情防控阻击战中 广大医护工作者战斗在疫情防控第一线 与时间赛跑 与病魔较量 顽强拼搏 日夜奋战 展现了对党 对人民高度负责的精神面貌 朱保华作为一名党员干部和就医患者 对医护人员毫无尊重感恩之心 毫无敬重之情 态度蛮横无理 颐指气使 性质恶劣 造成了不良社会影响 该局党组决定 一是对朱保华停职检查 根据调查情况进行严肃处理 二是责成朱保华所在党支部对其进行严肃批评教育 帮助其改正错误 三是责令朱保华向相关医护人员和所属医院真诚道歉 并向组织作出深刻反省和检查 四是在系统内进行通报批评 组织各党支部深入讨论 深刻汲取教训 五是组织党员干部进一步深入学习贯彻习近平总书记关于疫情防控工作的重要讲话和指示批示精神 学习广大医护人员用生命护佑生命的崇高境界和牺牲精神 坚决落实省委 省政府部署要求 用实际行动为打赢疫情防控阻击战作出应有贡献                   原图                             ,2020-02-21 07:54
513,t cnA6hHt5JX                  原图                             ,2020-02-21 07:34
514,2020年2月20日0 24时 全省新增新冠肺炎确诊病例411例 其中 武汉市319例 黄石市7例 十堰市13例 襄阳市3例 宜昌市4例 荆州市7例 荆门市6例 鄂州市5例 孝感市17例 黄冈市17例 随州市4例 恩施州1例 仙桃市1例 天门市4例 潜江市3例 咸宁市和神农架林区0例 全省新增病亡115例 其中 武汉市99例 黄石市1例 襄阳市1例 宜昌市1例 荆门市3例 鄂州市1例 孝感市5例 黄冈市3例 随州市1例 十堰市 荆州市 咸宁市 恩施州 仙桃市 天门市 潜江市和神农架林区0例 全省新增出院1451例 其中 武汉市766例 黄石市40例 十堰市22例 襄阳市49例 宜昌市19例 荆州市80例 荆门市28例 鄂州市25例 孝感市98例 黄冈市125例 咸宁市45例 随州市78例 恩施州10例 仙桃市26例 天门市32例 潜江市8例 神农架林区0例 截至2020年2月20日24时 湖北省累计报告新冠肺炎确诊病例62442例 其中 武汉市45346例 黄石市974例 十堰市654例 襄阳市1170例 宜昌市895例 荆州市1517例 荆门市800例 鄂州市1343例 孝感市3346例 黄冈市2856例 咸宁市766例 随州市1287例 恩施州245例 仙桃市568例 天门市477例 潜江市188例 神农架林区10例 全省累计治愈出院11788例 其中 武汉市6214例 黄石市339例 十堰市209例 襄阳市343例 宜昌市250例 荆州市531例 荆门市229例 鄂州市375例 孝感市771例 黄冈市1274例 咸宁市313例 随州市386例 恩施州112例 仙桃市210例 天门市165例 潜江市57例 神农架林区10例 全省累计病亡2144例 其中 武汉市1684例 黄石市27例 十堰市2例 襄阳市24例 宜昌市28例 荆州市40例 荆门市37例 鄂州市39例 孝感市94例 黄冈市90例 咸宁市10例 随州市28例 恩施州3例 仙桃市19例 天门市12例 潜江市7例 神农架林区0例 目前仍在院治疗42056例 其中 重症8979例 危重症2018例 均在定点医疗机构接受隔离治疗 现有疑似病例4084人 当日新增1269人 当日排除610人 集中隔离3906人 累计追踪密切接触者225696人 尚在接受医学观察63126人                   原图                             ,2020-02-21 07:13
515,据日本广播协会电视台综合日本厚生劳动省和各地方政府的消息 截至当地时间2月20日23时 日本国内累计确诊新冠肺炎病例728例 死亡3例 其中  钻石公主 号邮轮上共确诊634例 在日本国内的日本人和中国游客等共80例 从武汉乘坐包机返回者14例  人民日报记者刘军国                   原图                             ,2020-02-21 06:38
516,国家卫健委今天表示 相关单位要及时为牺牲的医务人员申报烈士 作为战疫中的中坚力量 广大医务人员任务重 压力大 风险高 但他们义无反顾冲锋在前 用生命护佑生命 他们是逆行的英雄 更是家人心心念念的守候 以烈士之名铭记逝者 更愿逆行者个个安然无恙 平安归来   原图 ,2020-02-20 23:58
517,是 勋章  更是撼人心魄的责任担当 有这样可敬的专家 有这样不辞辛苦的医务人员 我们有何理由不努力 有何理由不致敬 又有何理由不抱持打赢硬仗的信念 辛苦了 要平安   原图 ,2020-02-20 23:36
518, 走好 人民日报的微博视频                                 ,2020-02-20 23:15
519,驰援湖北的抗疫战士 想念家乡味道了怎么办 他们给出了答案 戳  愿你们照顾好身体 早日凯旋    组图共9张  原图 ,2020-02-20 22:47
520, 致敬 平安 特写 一次跨越万里的逆行              组图共4张       原图                             ,2020-02-20 22:30
521,   原图 ,2020-02-20 21:49
522, 浙江新冠肺炎出院患者占确诊病例超半数 出现首例病亡病例  原图 ,2020-02-20 21:36
523,t cnA6hY9XPw                  原图                             ,2020-02-20 21:15
524,黑龙江哈尔滨香坊区委副书记 区长赵罡 五常市委副书记 市长于军 在应对疫情工作特殊时期 对疫情严峻形势估计不足 对疫情防控领导不力 组织发动不够 防控措施不实 造成香坊区 五常市疫情扩散 经市委常委会会议研究决定 免去赵罡同志香坊区委副书记 提名免去赵罡同志香坊区政府区长职务 免去于军同志五常市委副书记 提名免去于军同志五常市政府市长职务               组图共2张       原图                             ,2020-02-20 21:05
525,    组图共9张  原图 ,2020-02-20 20:54
526,t cnA6hY6b56   组图共9张  原图 ,2020-02-20 20:23
527,据浙江舟山市卫健委20日通报 2月16日晚 戚某某粪便标本新冠病毒检测阳性 痰咽拭子检测阴性 无临床表现 根据新冠肺炎诊疗方案 不符合疑似病例和确诊病例诊断标准 为降低可能传染的风险 将其由救护车送至定点医院隔离治疗 2月18日 再次检测粪便为阳性 痰咽拭子检测阴性 目前无临床表现 情况通报                  原图                             ,2020-02-20 19:56
528,日本厚生劳动省20日晚称 停泊在横滨港的 钻石公主 号邮轮新增13名新冠肺炎病例  钻石公主 号邮轮累计确诊634名新冠肺炎病例  人民日报记者刘军国   原图 ,2020-02-20 19:47
529, 中国加油   人民日报的微博视频  ,2020-02-20 19:42
530,20日 由武汉协和医院接管运营的江汉方舱医院传来利好消息 连日来不断攀升的出院人数在今日破百 达到123人 江汉方舱成为武汉市现有方舱中首个单日出院人数破百的医院 统计显示 123人中患者最大65岁 最小26岁 其中江汉区人数最多 达31人  人民日报记者付文 涂晓晨               组图共4张       原图                             ,2020-02-20 19:22
531,从除夕夜支援湖北医疗队的千里奔袭到如今六百多个小时的坚守 近一个月的夯战 高危环境下的高强度工作 与死神抢时间的他们 也有疲倦的时候 轮班结束后登上班车 这群白衣战士不一会儿就睡着了 他们疲惫的样子 令人心疼 更让人敬佩  人民海军   组图共9张  原图 ,2020-02-20 19:02
532, 中国加油    组图共9张  原图 ,2020-02-20 18:36
533,t cnA6hYzwnQ   组图共2张  原图 ,2020-02-20 18:30
534,t cnA6hjF1zw                  原图                             ,2020-02-20 18:11
535,临床诊断病例出现背景是当时在武汉地区大量病人集中发病 导致核酸检测不能及时地满足临床需求 现在湖北地区情况已经改变 目前的检测能力对所有的疑似病例或者未确诊病例都可以快速进行核酸检测 结合这种情况 经过专家组讨论取消了临床诊断病例的标准  人民日报的微博视频                                 ,2020-02-20 18:08
536, 车里常备口罩 手消毒剂或者消毒纸巾等 去过公共场所又返回车辆后 建议用手消毒剂进行手卫生 如果有可疑症状的人搭乘后要及时开窗通风 并对车门把手 座椅或者方向盘进行消毒 如果有疑似或者确诊患者搭乘过 应该在专业人员指导下及时做好消毒 其他同乘者应该按照有关规定接受隔离医学观察  人民日报的微博视频                                 ,2020-02-20 17:51
537,国家卫生健康委人事司副司长段勇表示 2月17日 退役军人事务部和中央军委政治工作部联合印发 关于妥善做好新冠肺炎疫情防控牺牲人员烈士褒扬工作的通知  国家卫生健康委立即研究做好卫生健康系统牺牲人员烈士申报工作 并于2月18日印发了通知 给各地提出四点要求 一是要求各地卫生健康行政部门主要负责同志负总责 第一时间推动落实相关工作 二是要了解本地医务人员的相关情况 督促牺牲人员所在单位及时向退役军人事务部门申报烈士 三是要对牺牲人员遗属进行慰问 了解并解决他们的实际困难 并进行心理疏导 四是要做好牺牲人员先进事迹的宣传  人民日报的微博视频                                 ,2020-02-20 17:47
538,当前 全省疫情防控正处于最吃劲的关键期 疫情形势开始出现积极变化 但总体形势仍然严峻复杂 为巩固和扩大疫情防控效果 坚决阻断疫情传播 切实保障人民群众生命安全和身体健康 根据 中华人民共和国突发事件应对法  中华人民共和国传染病防治法 和湖北省重大突发公共卫生事件I级响应机制的有关规定 现就继续延迟企业复工和学校开学有关事项通告如下 一 省内各类企业先按不早于3月10日24时前复工 涉及保障疫情防控必需 医疗器械 药品 防护品生产和销售等行业  公共事业运行必需 供水 供电 油气 通讯等行业  群众生活必需 超市卖场 食品生产和供应等行业 及其他涉及重要国计民生的相关企业除外 复工企业要严格落实各项疫情防控措施 依法保障劳动者合法权益 各行业主管部门要加强对企业防疫工作的指导和监督 坚决防止聚集性感染 二 省内大专院校 中小学 中职学校 技工院校 幼儿园延期开学 具体开学时间 将根据疫情防控情况 经科学评估后确定 并提前向社会公布 三 广大居民 包括在湖北探亲访友休假的外地人员 应严格遵守现居住地疫情防控要求 尽量减少出行 不参加聚集性活动 做好居家环境卫生 出入公共场所必须佩戴口罩 对不听劝阻的人员依据相关法律法规予以处理 四 各地各单位要认真落实本通告要求 进一步强化主体责任 切实把各项疫情防控和服务保障措施抓实 抓细 抓落地 确保社会大局平稳有序 希望广大人民群众继续理解配合 积极参与支持疫情防控工作 坚定信心 同舟共济 守望相助 共克时艰 合力打赢疫情防控的人民战争 总体战 阻击战 湖北省新型冠状病毒感染肺炎疫情防控指挥部2020年2月20日              组图共2张       原图                             ,2020-02-20 17:40
